Person ID,Date ID,Visit Duration
26529,1,Duration 7h
2725,1,Duration 7h
38661,1,Duration 3h
20995,1,Duration 4h
18121,1,Duration 5h
24709,1,Duration 5h
73290,1,Duration 3h
43550,1,Duration 7h
59779,1,Duration 3h
65402,1,Duration 2h
66721,1,Duration 3h
86302,1,Duration 10h-18h
88135,1,Duration 10h-18h
5621,1,Duration 2h
58160,1,Duration 3h
74865,1,Duration 3h
13147,1,Duration 7h
34564,1,Duration 10h-18h
983,1,Duration 10h-18h
79697,1,Duration 7h
16530,1,Duration 10h-18h
9416,1,Duration 4h
16056,1,Duration 2h
64391,1,Duration 10h-18h
66834,1,Duration 5h
64149,1,Duration 2h
70293,1,Duration 3h
23677,1,Duration 4h
60053,1,Duration 6h
67971,1,Duration 3h
31279,1,Duration 10h-18h
50297,1,Duration 3h
21825,1,Duration 2h
35799,1,Duration 2h
34249,1,Duration 4h
24175,1,Duration 8h
21802,1,Duration 6h
48770,1,Duration 9h
62382,1,Duration 3h
57099,1,Duration 5h
3694,1,Duration 4h
66444,1,Duration 2h
86780,1,Duration 8h
73431,1,Duration 10h-18h
7118,1,Duration 7h
24116,1,Duration 3h
60429,1,Duration 2h
4315,1,Duration 10h-18h
34027,1,Duration 8h
74049,1,Duration 3h
3936,1,Duration 2h
64464,1,Duration 9h
36668,1,Duration 3h
29912,1,Duration 3h
31720,1,Duration 2h
64318,1,Duration 2h
9267,1,Duration 3h
46746,1,Duration 4h
32142,1,Duration 4h
30298,1,Duration 10h-18h
23245,1,Duration 4h
17816,1,Duration 2h
35051,1,Duration 4h
76350,1,Duration 10h-18h
49598,1,Duration 10h-18h
47708,1,Duration 7h
57310,1,Duration 10h-18h
46968,1,Duration 2h
21296,1,Duration 10h-18h
61939,1,Duration 6h
16693,1,Duration 9h
65177,1,Duration 3h
52589,1,Duration 4h
37548,1,Duration 2h
85285,1,Duration 4h
28292,1,Duration 9h
44082,1,Duration 6h
22130,1,Duration 5h
6515,1,Duration 3h
61953,1,Duration 2h
11758,1,Duration 9h
1213,1,Duration 10h-18h
28975,1,Duration 3h
10122,1,Duration 3h
51398,1,Duration 3h
32451,1,Duration 2h
55781,1,Duration 8h
22369,1,Duration 3h
77709,1,Duration 2h
43752,1,Duration 3h
74042,1,Duration 3h
67934,1,Duration 2h
41938,1,Duration 10h-18h
35782,1,Duration 3h
42752,1,Duration 4h
63312,1,Duration 10h
79929,1,Duration 10h-18h
2349,1,Duration 2h
33116,1,Duration 2h
33591,1,Duration 5h
15370,1,Duration 10h-18h
75077,1,Duration 3h
25309,1,Duration 3h
41456,1,Duration 3h
79885,1,Duration 7h
43133,1,Duration 2h
38849,1,Duration 3h
71163,1,Duration 7h
44797,1,Duration 6h
71260,1,Duration 7h
22304,1,Duration 6h
57086,1,Duration 10h-18h
34347,1,Duration 10h-18h
10522,1,Duration 10h-18h
42419,1,Duration 7h
74999,1,Duration 3h
53091,1,Duration 10h-18h
87182,1,Duration 2h
75431,1,Duration 6h
75063,1,Duration 10h-18h
13753,1,Duration 10h-18h
16930,1,Duration 10h
21785,1,Duration 9h
68600,1,Duration 3h
40877,1,Duration 10h-18h
87135,1,Duration 6h
28166,1,Duration 9h
31718,1,Duration 10h-18h
44765,1,Duration 6h
13044,1,Duration 2h
18281,1,Duration 3h
39740,1,Duration 3h
34066,1,Duration 10h-18h
75540,1,Duration 2h
30147,1,Duration 2h
22919,1,Duration 3h
50350,1,Duration 10h-18h
22053,1,Duration 4h
33782,1,Duration 10h-18h
8389,1,Duration 2h
28439,1,Duration 4h
45584,1,Duration 10h-18h
17180,1,Duration 5h
22835,1,Duration 10h-18h
39461,1,Duration 7h
70887,1,Duration 10h-18h
83229,1,Duration 2h
63753,1,Duration 4h
29934,1,Duration 10h-18h
63384,1,Duration 5h
57405,1,Duration 2h
7933,1,Duration 2h
48413,1,Duration 10h-18h
71093,1,Duration 2h
49862,1,Duration 4h
39276,1,Duration 9h
67896,1,Duration 3h
12384,1,Duration 3h
79499,1,Duration 2h
55241,1,Duration 5h
72998,1,Duration 6h
45094,1,Duration 2h
2897,1,Duration 2h
8323,1,Duration 6h
77308,1,Duration 2h
56814,1,Duration 6h
25763,1,Duration 10h-18h
17608,1,Duration 3h
8290,1,Duration 4h
13766,1,Duration 8h
67253,1,Duration 2h
85954,1,Duration 3h
85228,1,Duration 2h
62312,1,Duration 4h
39475,1,Duration 7h
29367,1,Duration 6h
77243,1,Duration 9h
61706,1,Duration 9h
49210,1,Duration 7h
24324,1,Duration 2h
49196,1,Duration 10h-18h
61828,1,Duration 2h
66396,1,Duration 10h-18h
63498,1,Duration 10h-18h
85280,1,Duration 3h
5686,1,Duration 3h
75745,1,Duration 3h
47009,1,Duration 7h
42411,1,Duration 6h
2660,1,Duration 4h
37431,1,Duration 3h
12788,1,Duration 6h
44531,1,Duration 6h
88562,1,Duration 10h-18h
8518,1,Duration 6h
64240,1,Duration 9h
35878,1,Duration 9h
39799,1,Duration 3h
57170,1,Duration 9h
45720,1,Duration 3h
80357,1,Duration 7h
22743,1,Duration 4h
53843,1,Duration 3h
69353,1,Duration 7h
61539,1,Duration 2h
43341,1,Duration 10h-18h
8500,1,Duration 3h
44237,1,Duration 8h
14151,1,Duration 6h
79280,1,Duration 3h
9196,1,Duration 10h-18h
60161,1,Duration 10h-18h
23535,1,Duration 2h
21861,1,Duration 3h
25699,1,Duration 10h-18h
74731,1,Duration 5h
39099,1,Duration 6h
31924,1,Duration 4h
46687,1,Duration 2h
65124,1,Duration 10h-18h
70731,1,Duration 9h
35032,1,Duration 2h
37491,1,Duration 4h
66622,1,Duration 5h
63648,1,Duration 2h
48891,1,Duration 5h
81607,1,Duration 10h-18h
83845,1,Duration 2h
4154,1,Duration 10h-18h
14119,1,Duration 4h
2252,1,Duration 8h
59434,1,Duration 4h
7085,1,Duration 3h
84264,1,Duration 2h
36864,1,Duration 9h
180,1,Duration 10h-18h
57571,1,Duration 10h-18h
33329,1,Duration 9h
75170,1,Duration 3h
71351,1,Duration 10h-18h
28907,1,Duration 6h
49976,1,Duration 10h-18h
31545,1,Duration 3h
61173,1,Duration 3h
50484,1,Duration 10h-18h
3608,1,Duration 6h
36483,1,Duration 9h
74153,1,Duration 9h
9995,1,Duration 2h
79923,1,Duration 3h
27221,1,Duration 4h
86014,1,Duration 3h
13460,1,Duration 8h
47845,1,Duration 10h
36763,1,Duration 2h
5931,1,Duration 7h
18125,1,Duration 10h-18h
34627,1,Duration 3h
23135,1,Duration 3h
82880,1,Duration 10h-18h
51068,1,Duration 10h-18h
2536,1,Duration 10h
88899,1,Duration 3h
608,1,Duration 3h
22094,1,Duration 3h
57294,1,Duration 10h-18h
84008,1,Duration 3h
47046,1,Duration 3h
72102,1,Duration 9h
72586,1,Duration 2h
1466,1,Duration 3h
79234,1,Duration 9h
74868,1,Duration 3h
12153,1,Duration 10h-18h
56827,1,Duration 7h
33592,1,Duration 10h-18h
43629,1,Duration 2h
36328,1,Duration 8h
51404,1,Duration 7h
4754,1,Duration 10h-18h
30669,1,Duration 4h
19615,1,Duration 10h-18h
32986,1,Duration 3h
58019,1,Duration 5h
1112,1,Duration 7h
14048,1,Duration 7h
36202,1,Duration 10h-18h
84147,1,Duration 3h
17186,1,Duration 6h
86078,1,Duration 4h
31238,1,Duration 3h
9352,1,Duration 3h
85008,1,Duration 10h-18h
21771,1,Duration 2h
64782,1,Duration 10h-18h
16494,1,Duration 3h
14766,1,Duration 4h
27912,1,Duration 4h
73978,1,Duration 10h-18h
78511,1,Duration 3h
37817,1,Duration 6h
82388,1,Duration 3h
72140,1,Duration 5h
1001,1,Duration 4h
43678,1,Duration 6h
62874,1,Duration 2h
87001,1,Duration 3h
42804,1,Duration 5h
23468,1,Duration 4h
67538,1,Duration 10h-18h
79604,1,Duration 2h
29446,1,Duration 10h-18h
86627,1,Duration 6h
34901,1,Duration 3h
41270,1,Duration 2h
5802,1,Duration 2h
55242,1,Duration 3h
16643,1,Duration 3h
43359,1,Duration 10h-18h
81281,1,Duration 6h
85465,1,Duration 2h
62017,1,Duration 8h
62362,1,Duration 10h-18h
78600,1,Duration 2h
7591,1,Duration 7h
72175,1,Duration 2h
65448,1,Duration 10h-18h
88499,1,Duration 4h
88160,1,Duration 10h-18h
38681,1,Duration 2h
30302,1,Duration 2h
23162,1,Duration 2h
15106,1,Duration 10h-18h
32285,1,Duration 10h-18h
30753,1,Duration 6h
39102,1,Duration 2h
27517,1,Duration 3h
83144,1,Duration 7h
12213,1,Duration 8h
23505,1,Duration 3h
76402,1,Duration 10h-18h
78166,1,Duration 2h
88684,1,Duration 7h
33871,1,Duration 10h-18h
35187,1,Duration 8h
83778,1,Duration 3h
60241,1,Duration 2h
12171,1,Duration 3h
69364,1,Duration 10h-18h
31892,1,Duration 7h
67775,1,Duration 4h
27143,1,Duration 10h-18h
74518,1,Duration 10h-18h
77944,1,Duration 4h
25016,1,Duration 6h
1678,1,Duration 7h
13410,1,Duration 2h
46547,1,Duration 2h
39215,1,Duration 7h
10216,1,Duration 3h
5179,1,Duration 10h-18h
71010,1,Duration 3h
64278,1,Duration 3h
87680,1,Duration 3h
40946,1,Duration 10h-18h
6338,1,Duration 10h-18h
23689,1,Duration 10h-18h
79539,1,Duration 8h
57365,1,Duration 10h-18h
3857,1,Duration 10h-18h
8312,1,Duration 8h
60372,1,Duration 5h
40932,1,Duration 7h
61310,1,Duration 10h-18h
69047,1,Duration 5h
86314,1,Duration 5h
68591,1,Duration 3h
75215,1,Duration 4h
26703,1,Duration 10h-18h
59655,1,Duration 10h-18h
80228,1,Duration 5h
6535,1,Duration 8h
38933,1,Duration 3h
54852,1,Duration 6h
42917,1,Duration 3h
15687,1,Duration 8h
86278,1,Duration 3h
82466,1,Duration 2h
75930,1,Duration 4h
54810,1,Duration 2h
29778,1,Duration 10h-18h
82039,1,Duration 2h
7078,1,Duration 5h
49689,1,Duration 10h-18h
46255,1,Duration 5h
88726,1,Duration 2h
60918,1,Duration 5h
17163,1,Duration 10h-18h
67161,1,Duration 7h
83265,1,Duration 4h
1975,1,Duration 7h
39908,1,Duration 2h
10967,1,Duration 2h
72615,1,Duration 3h
63428,1,Duration 5h
11636,1,Duration 8h
37923,1,Duration 6h
20746,1,Duration 3h
23081,1,Duration 10h-18h
23924,1,Duration 10h-18h
82920,1,Duration 2h
1371,1,Duration 3h
82259,1,Duration 2h
26408,1,Duration 3h
81842,1,Duration 2h
80624,1,Duration 2h
34088,1,Duration 4h
23909,1,Duration 6h
41715,1,Duration 7h
5355,1,Duration 10h-18h
20607,1,Duration 4h
87254,1,Duration 3h
45701,1,Duration 5h
56460,1,Duration 4h
67833,1,Duration 4h
18192,1,Duration 10h-18h
40318,1,Duration 3h
80351,1,Duration 10h-18h
88574,1,Duration 6h
73075,1,Duration 4h
47922,1,Duration 3h
70450,1,Duration 10h-18h
39630,1,Duration 4h
85543,1,Duration 3h
31832,1,Duration 10h-18h
24338,1,Duration 6h
24020,1,Duration 10h
45401,1,Duration 5h
74915,1,Duration 4h
6851,1,Duration 8h
67019,1,Duration 3h
45004,1,Duration 3h
13920,1,Duration 3h
53472,1,Duration 6h
32077,1,Duration 2h
32542,1,Duration 2h
70888,1,Duration 9h
43113,1,Duration 3h
69604,1,Duration 4h
88012,1,Duration 3h
31114,1,Duration 7h
14714,1,Duration 2h
11241,1,Duration 3h
60473,1,Duration 3h
88812,1,Duration 10h-18h
22061,1,Duration 4h
30579,1,Duration 8h
7616,1,Duration 10h-18h
6226,1,Duration 3h
6654,1,Duration 6h
3908,1,Duration 5h
23167,1,Duration 2h
55148,1,Duration 10h
35141,1,Duration 2h
46006,1,Duration 7h
75931,1,Duration 5h
44775,1,Duration 2h
86008,1,Duration 4h
68655,1,Duration 8h
52123,1,Duration 3h
86605,1,Duration 2h
71355,1,Duration 4h
51747,1,Duration 2h
20488,1,Duration 4h
80153,1,Duration 4h
11284,1,Duration 6h
3845,1,Duration 4h
41436,1,Duration 3h
55157,1,Duration 4h
949,1,Duration 10h-18h
48140,1,Duration 8h
72596,1,Duration 6h
79111,1,Duration 3h
27431,1,Duration 6h
85687,1,Duration 3h
35641,1,Duration 2h
77599,1,Duration 10h-18h
17719,1,Duration 3h
82862,1,Duration 6h
10847,1,Duration 10h-18h
12342,1,Duration 4h
58305,1,Duration 3h
15394,1,Duration 9h
36889,1,Duration 2h
40282,1,Duration 4h
82723,1,Duration 2h
69031,1,Duration 3h
42918,1,Duration 2h
43535,1,Duration 4h
74509,1,Duration 4h
39233,1,Duration 2h
40145,1,Duration 3h
25458,1,Duration 5h
23321,1,Duration 8h
44454,1,Duration 3h
10655,1,Duration 2h
44768,1,Duration 10h-18h
82410,1,Duration 5h
42873,1,Duration 10h
62707,1,Duration 3h
58498,1,Duration 10h-18h
26302,1,Duration 10h-18h
27256,1,Duration 10h
7505,1,Duration 10h-18h
34669,1,Duration 8h
12615,1,Duration 8h
4236,1,Duration 2h
67122,1,Duration 4h
20749,1,Duration 10h-18h
82069,1,Duration 5h
70953,1,Duration 5h
64130,1,Duration 2h
71922,1,Duration 10h-18h
56325,1,Duration 8h
77584,1,Duration 5h
40156,1,Duration 2h
56777,1,Duration 10h
15567,1,Duration 10h-18h
53951,1,Duration 2h
4807,1,Duration 2h
16224,1,Duration 3h
4486,1,Duration 2h
85738,1,Duration 10h-18h
70428,1,Duration 4h
45774,1,Duration 5h
39449,1,Duration 3h
88150,1,Duration 7h
87265,1,Duration 6h
69441,1,Duration 2h
29383,1,Duration 5h
15423,1,Duration 10h
45295,1,Duration 7h
25897,1,Duration 9h
73066,1,Duration 6h
33292,1,Duration 2h
14682,1,Duration 3h
80050,1,Duration 2h
22927,1,Duration 8h
2886,1,Duration 4h
545,1,Duration 2h
52850,1,Duration 5h
48984,1,Duration 4h
19740,1,Duration 2h
45700,1,Duration 9h
70459,1,Duration 3h
29104,1,Duration 10h-18h
64150,1,Duration 3h
72168,1,Duration 3h
62028,1,Duration 10h-18h
25151,1,Duration 7h
77515,1,Duration 2h
8554,1,Duration 6h
88620,1,Duration 10h
63286,1,Duration 10h-18h
3033,1,Duration 10h-18h
59871,1,Duration 2h
10759,1,Duration 3h
41159,1,Duration 2h
35161,1,Duration 9h
63150,1,Duration 10h-18h
43962,1,Duration 5h
31774,1,Duration 10h
62296,1,Duration 4h
45283,1,Duration 2h
55421,1,Duration 10h-18h
66642,1,Duration 3h
84154,1,Duration 3h
11523,1,Duration 6h
65247,1,Duration 9h
5211,1,Duration 9h
25039,1,Duration 4h
73616,1,Duration 10h-18h
20164,1,Duration 5h
7224,1,Duration 5h
49095,1,Duration 2h
922,1,Duration 3h
52888,1,Duration 3h
22137,1,Duration 2h
9672,1,Duration 3h
80362,1,Duration 10h-18h
46077,1,Duration 3h
49496,1,Duration 3h
3420,1,Duration 2h
66848,1,Duration 3h
35582,1,Duration 4h
2988,1,Duration 8h
53375,1,Duration 8h
7723,1,Duration 3h
49133,1,Duration 5h
57816,1,Duration 8h
63665,1,Duration 7h
51899,1,Duration 10h-18h
63332,1,Duration 10h-18h
77547,1,Duration 3h
15075,1,Duration 7h
33434,1,Duration 6h
34533,1,Duration 7h
78433,1,Duration 2h
3893,1,Duration 4h
83129,1,Duration 10h
50630,1,Duration 3h
7178,1,Duration 3h
16994,1,Duration 8h
85250,1,Duration 4h
82716,1,Duration 4h
46882,1,Duration 5h
46297,1,Duration 2h
85467,1,Duration 3h
20984,1,Duration 4h
44175,1,Duration 5h
3044,1,Duration 7h
86829,1,Duration 8h
3588,1,Duration 4h
63595,1,Duration 3h
80274,1,Duration 5h
23176,1,Duration 10h-18h
51541,1,Duration 10h-18h
42072,1,Duration 10h-18h
36316,1,Duration 4h
53205,1,Duration 6h
15123,1,Duration 7h
13725,1,Duration 10h-18h
434,1,Duration 7h
36488,1,Duration 3h
54208,1,Duration 3h
81118,1,Duration 10h-18h
4054,1,Duration 2h
11876,1,Duration 6h
15156,1,Duration 8h
79039,1,Duration 10h-18h
12095,1,Duration 10h-18h
37762,1,Duration 3h
43594,1,Duration 3h
13207,1,Duration 3h
24370,1,Duration 5h
14902,1,Duration 2h
69437,1,Duration 6h
47504,1,Duration 10h
47634,1,Duration 4h
23995,1,Duration 4h
27072,1,Duration 4h
69872,1,Duration 4h
34118,1,Duration 7h
80104,1,Duration 6h
8901,1,Duration 3h
7640,1,Duration 7h
64065,1,Duration 3h
29635,1,Duration 4h
68030,1,Duration 2h
4912,1,Duration 7h
72280,1,Duration 4h
7032,1,Duration 2h
17476,1,Duration 3h
70821,1,Duration 10h-18h
3066,1,Duration 6h
39715,1,Duration 7h
79688,1,Duration 2h
30627,1,Duration 3h
28499,1,Duration 10h-18h
75862,1,Duration 9h
36968,1,Duration 2h
58168,1,Duration 3h
16158,1,Duration 2h
24121,1,Duration 10h-18h
19882,1,Duration 10h
69704,1,Duration 6h
20417,1,Duration 6h
76088,1,Duration 3h
55163,1,Duration 7h
35121,1,Duration 5h
43899,1,Duration 2h
26013,1,Duration 2h
69710,1,Duration 3h
24147,1,Duration 10h-18h
53111,1,Duration 7h
7330,1,Duration 10h-18h
73678,1,Duration 3h
46362,1,Duration 10h-18h
43412,1,Duration 9h
28096,1,Duration 3h
80138,1,Duration 10h-18h
54992,1,Duration 3h
58816,1,Duration 10h-18h
34855,1,Duration 9h
51063,1,Duration 10h-18h
9594,1,Duration 10h
37887,1,Duration 10h-18h
6348,1,Duration 6h
11077,1,Duration 10h-18h
48233,1,Duration 3h
51222,1,Duration 3h
72351,1,Duration 8h
81790,1,Duration 2h
48522,1,Duration 7h
16931,1,Duration 2h
28051,1,Duration 4h
16889,1,Duration 2h
50255,1,Duration 8h
17121,1,Duration 3h
39765,1,Duration 8h
19801,1,Duration 6h
37408,1,Duration 3h
28083,1,Duration 6h
1025,1,Duration 10h-18h
41507,1,Duration 4h
6769,1,Duration 10h
79091,1,Duration 3h
33387,1,Duration 10h-18h
47401,1,Duration 9h
11591,1,Duration 2h
46729,1,Duration 3h
32380,1,Duration 10h-18h
11351,1,Duration 3h
81554,1,Duration 8h
23847,1,Duration 7h
4309,1,Duration 10h-18h
52902,1,Duration 10h-18h
19116,1,Duration 2h
21633,1,Duration 3h
3633,1,Duration 2h
14181,1,Duration 10h-18h
85839,1,Duration 3h
23588,1,Duration 10h-18h
76022,1,Duration 5h
1803,1,Duration 10h-18h
85836,1,Duration 10h-18h
64585,1,Duration 8h
36000,1,Duration 9h
21272,1,Duration 3h
73621,1,Duration 7h
83101,1,Duration 5h
68191,1,Duration 7h
36236,1,Duration 7h
37876,1,Duration 2h
79781,1,Duration 5h
16637,1,Duration 2h
26900,1,Duration 3h
37932,1,Duration 3h
72361,1,Duration 3h
48036,1,Duration 3h
70790,1,Duration 10h-18h
39134,1,Duration 10h-18h
84022,1,Duration 8h
42607,1,Duration 7h
4617,1,Duration 2h
22495,1,Duration 3h
53799,1,Duration 2h
6248,1,Duration 3h
26476,1,Duration 2h
34222,1,Duration 3h
34310,1,Duration 10h-18h
19809,1,Duration 10h-18h
75955,1,Duration 2h
17160,1,Duration 7h
42932,1,Duration 2h
10239,1,Duration 6h
78091,1,Duration 10h-18h
69096,1,Duration 3h
50283,1,Duration 6h
43747,1,Duration 5h
10730,1,Duration 10h-18h
81964,1,Duration 10h-18h
26108,1,Duration 10h-18h
82253,1,Duration 3h
35384,1,Duration 4h
70461,1,Duration 5h
46219,1,Duration 8h
84510,1,Duration 10h-18h
6751,1,Duration 2h
46266,1,Duration 3h
34329,1,Duration 3h
43360,1,Duration 2h
7367,1,Duration 5h
30561,1,Duration 10h-18h
66847,1,Duration 2h
2295,1,Duration 3h
42835,1,Duration 3h
34332,1,Duration 3h
65026,1,Duration 8h
63710,1,Duration 10h-18h
80296,1,Duration 7h
23145,1,Duration 4h
3447,1,Duration 6h
43413,1,Duration 3h
61930,1,Duration 3h
85882,1,Duration 7h
2711,1,Duration 4h
21055,1,Duration 8h
67447,1,Duration 6h
87744,1,Duration 5h
15087,1,Duration 4h
14969,1,Duration 2h
62812,1,Duration 7h
55292,1,Duration 5h
2619,1,Duration 3h
57767,1,Duration 10h-18h
84051,1,Duration 2h
11512,1,Duration 3h
41425,1,Duration 6h
60534,1,Duration 2h
46309,1,Duration 4h
18182,1,Duration 10h
28728,1,Duration 3h
42580,1,Duration 2h
71092,1,Duration 2h
85391,1,Duration 3h
34274,1,Duration 3h
6316,1,Duration 5h
24886,1,Duration 10h-18h
71708,1,Duration 4h
64124,1,Duration 4h
22069,1,Duration 2h
42754,1,Duration 2h
2155,1,Duration 10h
14818,1,Duration 3h
81770,1,Duration 2h
64313,1,Duration 2h
56551,1,Duration 3h
59609,1,Duration 5h
13425,1,Duration 8h
57315,1,Duration 10h-18h
12093,1,Duration 3h
1442,1,Duration 4h
86086,1,Duration 7h
5381,1,Duration 7h
39048,1,Duration 3h
58133,1,Duration 5h
53847,1,Duration 10h-18h
33054,1,Duration 10h-18h
66166,1,Duration 10h-18h
87551,1,Duration 3h
65089,1,Duration 5h
74482,1,Duration 5h
39963,1,Duration 7h
45263,1,Duration 4h
85009,1,Duration 5h
20872,1,Duration 3h
46973,1,Duration 3h
53323,1,Duration 3h
67001,1,Duration 3h
12200,1,Duration 6h
76349,1,Duration 4h
49889,1,Duration 3h
63295,1,Duration 10h-18h
5742,1,Duration 4h
71981,1,Duration 3h
49839,1,Duration 7h
52961,1,Duration 3h
78126,1,Duration 3h
68763,1,Duration 6h
20455,1,Duration 2h
80088,1,Duration 7h
6209,1,Duration 3h
536,1,Duration 3h
76961,1,Duration 10h-18h
74787,1,Duration 2h
6575,1,Duration 3h
37867,1,Duration 4h
73271,1,Duration 2h
12274,1,Duration 6h
77332,1,Duration 6h
31948,1,Duration 4h
11750,1,Duration 2h
55381,1,Duration 10h-18h
16470,1,Duration 7h
24184,1,Duration 3h
65157,1,Duration 5h
35853,1,Duration 10h-18h
16400,1,Duration 10h-18h
37296,1,Duration 4h
40637,1,Duration 3h
33746,1,Duration 10h-18h
31337,1,Duration 3h
33154,1,Duration 2h
23424,1,Duration 6h
75968,1,Duration 10h-18h
14214,1,Duration 7h
71722,1,Duration 3h
82146,1,Duration 6h
56100,1,Duration 8h
59572,1,Duration 5h
66618,1,Duration 10h-18h
42073,1,Duration 4h
11423,1,Duration 3h
48367,1,Duration 4h
31432,1,Duration 7h
52980,1,Duration 5h
24803,1,Duration 9h
48534,1,Duration 9h
57253,1,Duration 10h-18h
13291,1,Duration 3h
61934,1,Duration 2h
79142,1,Duration 10h-18h
37657,1,Duration 3h
66910,1,Duration 5h
75876,1,Duration 2h
87624,1,Duration 10h-18h
87016,1,Duration 6h
8047,1,Duration 3h
42356,1,Duration 2h
35776,1,Duration 10h-18h
6589,1,Duration 8h
79848,1,Duration 6h
17450,1,Duration 10h-18h
46503,1,Duration 10h
64551,1,Duration 3h
28906,1,Duration 10h-18h
29314,1,Duration 2h
88822,1,Duration 6h
13116,1,Duration 5h
74080,1,Duration 9h
48602,1,Duration 6h
78223,1,Duration 3h
12313,1,Duration 2h
48754,1,Duration 10h-18h
75131,1,Duration 6h
38128,1,Duration 2h
17190,1,Duration 8h
18968,1,Duration 2h
67900,1,Duration 10h-18h
23756,1,Duration 2h
76268,1,Duration 10h-18h
51635,1,Duration 2h
25417,1,Duration 4h
61484,1,Duration 3h
49151,1,Duration 3h
27532,1,Duration 3h
3142,1,Duration 6h
78136,1,Duration 2h
1384,1,Duration 2h
29479,1,Duration 2h
71203,1,Duration 10h
83703,1,Duration 5h
61102,1,Duration 4h
2496,1,Duration 3h
27106,1,Duration 3h
57066,1,Duration 8h
41386,1,Duration 9h
81377,1,Duration 4h
73859,1,Duration 5h
31454,1,Duration 3h
4491,1,Duration 10h-18h
25716,1,Duration 2h
61968,1,Duration 2h
61875,1,Duration 2h
65292,1,Duration 5h
36405,1,Duration 7h
30126,1,Duration 7h
36270,1,Duration 3h
34036,1,Duration 4h
21163,1,Duration 4h
28987,1,Duration 3h
78011,1,Duration 7h
27855,1,Duration 10h-18h
48880,1,Duration 2h
78347,1,Duration 2h
30994,1,Duration 8h
8316,1,Duration 2h
59305,1,Duration 10h-18h
28996,1,Duration 2h
35943,1,Duration 9h
10569,1,Duration 4h
4474,1,Duration 10h-18h
48027,1,Duration 3h
70446,1,Duration 5h
50289,1,Duration 2h
59695,1,Duration 10h-18h
69035,1,Duration 4h
80968,1,Duration 4h
11844,1,Duration 2h
41036,1,Duration 4h
44310,1,Duration 8h
61729,1,Duration 3h
23910,1,Duration 5h
15216,1,Duration 5h
11250,1,Duration 2h
85775,1,Duration 2h
55095,1,Duration 4h
8599,1,Duration 3h
23541,1,Duration 4h
50603,1,Duration 10h-18h
6185,1,Duration 9h
72071,1,Duration 3h
6492,1,Duration 3h
40875,1,Duration 2h
37028,1,Duration 4h
77848,1,Duration 2h
25190,1,Duration 6h
13718,1,Duration 10h-18h
24939,1,Duration 3h
51197,1,Duration 7h
55117,1,Duration 3h
16786,1,Duration 7h
33847,1,Duration 10h-18h
20967,1,Duration 2h
60718,1,Duration 3h
18007,1,Duration 3h
52340,1,Duration 10h-18h
18384,1,Duration 10h-18h
23374,1,Duration 2h
15250,1,Duration 10h-18h
77760,1,Duration 10h-18h
62420,1,Duration 7h
47598,1,Duration 3h
42457,1,Duration 2h
31943,1,Duration 5h
68935,1,Duration 5h
68233,1,Duration 7h
56425,1,Duration 2h
70122,1,Duration 6h
472,1,Duration 4h
67764,1,Duration 7h
61047,1,Duration 2h
23258,1,Duration 4h
24268,1,Duration 4h
50445,1,Duration 2h
85028,1,Duration 10h-18h
46883,1,Duration 2h
63038,1,Duration 2h
4344,1,Duration 5h
26049,1,Duration 5h
18279,1,Duration 3h
73153,1,Duration 2h
88316,1,Duration 9h
70872,1,Duration 10h-18h
24980,1,Duration 8h
42872,1,Duration 3h
32734,1,Duration 4h
85604,1,Duration 7h
67251,1,Duration 5h
58542,1,Duration 9h
44347,1,Duration 8h
34497,1,Duration 4h
38996,1,Duration 3h
14377,1,Duration 3h
3865,1,Duration 9h
26846,1,Duration 3h
76123,1,Duration 8h
6344,1,Duration 10h-18h
57244,1,Duration 4h
33045,1,Duration 10h-18h
49999,1,Duration 2h
49141,1,Duration 8h
84428,1,Duration 10h
53269,1,Duration 9h
33398,1,Duration 10h
24471,1,Duration 2h
41769,1,Duration 2h
5084,1,Duration 2h
44489,1,Duration 4h
30549,1,Duration 5h
37619,1,Duration 9h
81510,1,Duration 7h
57848,1,Duration 4h
70065,1,Duration 3h
31691,1,Duration 5h
46995,1,Duration 10h-18h
70499,1,Duration 8h
51538,1,Duration 6h
61166,1,Duration 7h
29740,1,Duration 7h
31970,1,Duration 2h
78514,1,Duration 2h
34157,1,Duration 4h
50591,1,Duration 7h
30212,1,Duration 5h
64512,1,Duration 8h
8490,1,Duration 10h-18h
44226,1,Duration 10h
17200,1,Duration 4h
27103,1,Duration 10h-18h
36918,1,Duration 8h
42593,1,Duration 4h
82940,1,Duration 10h-18h
27302,1,Duration 6h
30928,1,Duration 7h
83215,1,Duration 10h-18h
67963,1,Duration 7h
20435,1,Duration 3h
29463,1,Duration 10h-18h
44700,1,Duration 5h
69811,1,Duration 10h-18h
25246,1,Duration 3h
17025,1,Duration 10h
45212,1,Duration 3h
52323,1,Duration 10h-18h
38339,1,Duration 7h
20426,1,Duration 8h
8049,1,Duration 3h
15425,1,Duration 10h-18h
40873,1,Duration 10h-18h
12139,1,Duration 5h
3312,1,Duration 6h
56208,1,Duration 4h
48107,1,Duration 2h
48834,1,Duration 10h-18h
16675,1,Duration 3h
15344,1,Duration 4h
77693,1,Duration 10h-18h
45747,1,Duration 5h
5097,1,Duration 8h
72917,1,Duration 10h-18h
62143,1,Duration 2h
70822,1,Duration 5h
